calorie requirement,average sleep duration,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,year,species_numeric,gender_numeric,species_Adelie,species_Chinstrap,species_Gentoo,gender_Female,gender_Male,calorie requirement_normalised,average sleep duration_normalised,bill_length_mm_normalised,bill_depth_mm_normalised,flipper_length_mm_normalised,body_mass_g_normalised,year_normalised
4858.0,13.0,35.1,18.02,197.76,4200.0,2008.0,0,1,1,0,0,0,1,0.36663958841050637,0.8571428571428571,0.10909090909090909,0.5857142857142856,0.43661016949152526,0.4166666666666667,0.5
4376.0,10.0,37.3,17.8,191.0,3350.0,2008.0,0,0,1,0,0,1,0,0.23612239371784458,0.42857142857142855,0.18909090909090895,0.5595238095238096,0.3220338983050847,0.18055555555555555,0.5
4694.0,8.0,41.3,20.3,194.0,3550.0,2008.0,0,1,1,0,0,0,1,0.32223124830760896,0.14285714285714285,0.33454545454545437,0.8571428571428572,0.3728813559322034,0.2361111111111111,0.5
4930.0,13.0,36.3,19.5,190.0,3800.0,2008.0,0,1,1,0,0,0,1,0.38613593284592473,0.8571428571428571,0.15272727272727257,0.7619047619047619,0.3050847457627119,0.3055555555555556,0.5
4283.0,10.0,36.9,18.6,189.0,3500.0,2008.0,0,0,1,0,0,1,0,0.21093961548876253,0.42857142857142855,0.17454545454545445,0.654761904761905,0.288135593220339,0.2222222222222222,0.5
5919.0,9.0,38.3,19.2,189.0,3950.0,2008.0,0,1,1,0,0,0,1,0.6539398862713242,0.2857142857142857,0.2254545454545453,0.7261904761904762,0.288135593220339,0.3472222222222222,0.5
3504.0,12.0,38.9,18.8,190.0,3600.0,2008.0,0,0,1,0,0,1,0,0.0,0.7142857142857143,0.24727272727272717,0.6785714285714287,0.3050847457627119,0.25,0.5
5343.0,14.0,35.7,18.0,202.0,3550.0,2008.0,0,0,1,0,0,1,0,0.4979691307879773,1.0,0.13090909090909095,0.5833333333333334,0.5084745762711864,0.2361111111111111,0.5
6557.0,11.0,41.1,18.1,205.0,4300.0,2008.0,0,1,1,0,0,0,1,0.826699160574059,0.5714285714285714,0.32727272727272727,0.5952380952380955,0.559322033898305,0.4444444444444444,0.5
4612.0,12.0,45.49412790697674,17.1,197.76476744186047,3400.0,2008.0,0,0,1,0,0,1,0,0.3000270782561603,0.7142857142857143,0.48705919661733604,0.4761904761904764,0.43669097359085546,0.19444444444444445,0.5
6507.0,11.0,39.6,18.1,186.0,4450.0,2008.0,0,1,1,0,0,0,1,0.8131600324939074,0.5714285714285714,0.2727272727272727,0.5952380952380955,0.23728813559322035,0.4861111111111111,0.5
5415.0,13.0,36.2,17.3,187.0,3300.0,2008.0,0,0,1,0,0,1,0,0.5174654752233956,0.8571428571428571,0.14909090909090914,0.5000000000000001,0.2542372881355932,0.16666666666666666,0.5
5012.0,10.0,40.8,18.9,208.0,4300.0,2008.0,0,1,1,0,0,0,1,0.40834010289737344,0.42857142857142855,0.31636363636363624,0.6904761904761904,0.6101694915254238,0.4444444444444444,0.5
6454.0,9.0,38.1,18.6,190.0,3700.0,2008.0,0,0,1,0,0,1,0,0.7988085567289467,0.2857142857142857,0.21818181818181817,0.654761904761905,0.3050847457627119,0.2777777777777778,0.5
3904.0,13.0,40.3,18.5,196.0,4350.0,2008.0,0,1,1,0,0,0,1,0.1083130246412131,0.8571428571428571,0.29818181818181805,0.6428571428571429,0.4067796610169492,0.4583333333333333,0.5
6156.0,8.0,33.1,16.1,178.0,2900.0,2008.0,0,0,1,0,0,1,0,0.7181153533712429,0.14285714285714285,0.03636363636363636,0.3571428571428573,0.1016949152542373,0.05555555555555555,0.5
6886.0,8.0,43.2,18.5,192.0,4100.0,2008.0,0,1,1,0,0,0,1,0.9157866233414568,0.14285714285714285,0.4036363636363637,0.6428571428571429,0.3389830508474576,0.3888888888888889,0.5
3857.0,11.0,35.0,17.9,192.0,3725.0,2009.0,0,0,1,0,0,1,0,0.09558624424587056,0.5714285714285714,0.1054545454545454,0.5714285714285713,0.3389830508474576,0.2847222222222222,1.0
5231.0,10.0,41.0,20.0,203.0,4725.0,2009.0,0,1,1,0,0,0,1,0.46764148388843757,0.42857142857142855,0.3236363636363636,0.8214285714285714,0.5254237288135594,0.5625,1.0
6260.0,7.0,37.7,16.0,183.0,3075.0,2009.0,0,0,1,0,0,1,0,0.7462767397779583,0.0,0.2036363636363637,0.3452380952380953,0.1864406779661017,0.10416666666666667,1.0
7141.0,8.0,37.8,20.0,190.0,4250.0,2009.0,0,1,1,0,0,0,1,0.9848361765502301,0.14285714285714285,0.2072727272727271,0.8214285714285714,0.3050847457627119,0.4305555555555556,1.0
4658.0,12.0,37.9,18.6,193.0,2925.0,2009.0,0,0,1,0,0,1,0,0.31248307608989984,0.7142857142857143,0.2109090909090908,0.654761904761905,0.3559322033898305,0.0625,1.0
4957.0,10.0,39.7,18.9,184.0,3550.0,2009.0,0,1,1,0,0,0,1,0.3934470620092066,0.42857142857142855,0.2763636363636364,0.6904761904761904,0.2033898305084746,0.2361111111111111,1.0
6733.0,13.0,38.6,17.2,199.0,3750.0,2009.0,0,0,1,0,0,1,0,0.8743568914161928,0.8571428571428571,0.23636363636363636,0.488095238095238,0.4576271186440678,0.2916666666666667,1.0
6014.0,10.0,38.2,20.0,190.0,3900.0,2009.0,0,1,1,0,0,0,1,0.6796642296236123,0.42857142857142855,0.22181818181818186,0.8214285714285714,0.3050847457627119,0.3333333333333333,1.0
4334.0,12.0,38.1,17.0,181.0,3175.0,2009.0,0,0,1,0,0,1,0,0.22474952613051719,0.7142857142857143,0.21818181818181817,0.4642857142857143,0.15254237288135594,0.13194444444444445,1.0
5010.0,14.0,43.2,19.0,197.0,4775.0,2009.0,0,1,1,0,0,0,1,0.40779853777416736,1.0,0.4036363636363637,0.7023809523809524,0.423728813559322,0.5763888888888888,1.0
6122.0,13.0,38.1,16.5,198.0,3825.0,2009.0,0,0,1,0,0,1,0,0.7089087462767398,0.8571428571428571,0.21818181818181817,0.40476190476190477,0.4406779661016949,0.3125,1.0
6118.0,14.0,45.6,20.3,191.0,4600.0,2009.0,0,1,1,0,0,0,1,0.7078256160303277,1.0,0.4909090909090909,0.8571428571428572,0.3220338983050847,0.5277777777777778,1.0
5610.0,11.0,39.7,17.7,193.0,3200.0,2009.0,0,0,1,0,0,1,0,0.570268074735987,0.5714285714285714,0.2763636363636364,0.5476190476190476,0.3559322033898305,0.1388888888888889,1.0
6019.0,14.0,42.2,19.5,197.0,4275.0,2009.0,0,1,1,0,0,0,1,0.6810181424316274,1.0,0.3672727272727273,0.7619047619047619,0.423728813559322,0.4375,1.0
4532.0,11.0,39.6,20.7,191.0,3900.0,2009.0,0,0,1,0,0,1,0,0.2783644733279177,0.5714285714285714,0.2727272727272727,0.9047619047619047,0.3220338983050847,0.3333333333333333,1.0
4826.0,11.0,42.7,18.3,196.0,4075.0,2009.0,0,1,1,0,0,0,1,0.35797454643920934,0.5714285714285714,0.3854545454545455,0.6190476190476192,0.4067796610169492,0.3819444444444444,1.0
5580.0,12.0,45.49,18.018372093023256,188.0,2900.0,2009.0,0,0,1,0,0,1,0,0.5621445978878961,0.7142857142857143,0.4869090909090909,0.5855204872646733,0.2711864406779661,0.05555555555555555,1.0
4731.0,12.0,37.3,20.5,199.0,3775.0,2009.0,0,1,1,0,0,0,1,0.3322502030869212,0.7142857142857143,0.18909090909090895,0.8809523809523809,0.4576271186440678,0.2986111111111111,1.0
5299.0,14.0,35.7,17.0,189.0,3350.0,2009.0,0,0,1,0,0,1,0,0.48605469807744384,1.0,0.13090909090909095,0.4642857142857143,0.288135593220339,0.18055555555555555,1.0
4695.0,11.0,41.1,18.6,189.0,3325.0,2009.0,0,1,1,0,0,0,1,0.32250203086921203,0.5714285714285714,0.32727272727272727,0.654761904761905,0.288135593220339,0.1736111111111111,1.0
5641.0,13.0,36.2,17.2,187.0,3150.0,2009.0,0,0,1,0,0,1,0,0.578662334145681,0.8571428571428571,0.14909090909090914,0.488095238095238,0.2542372881355932,0.125,1.0
4294.0,13.0,45.49,18.02,197.76476744186047,3500.0,2009.0,0,1,1,0,0,0,1,0.21391822366639587,0.8571428571428571,0.4869090909090909,0.5857142857142856,0.43669097359085546,0.2222222222222222,1.0
5584.0,14.0,40.2,17.0,176.0,3450.0,2009.0,0,0,1,0,0,1,0,0.5632277281343081,1.0,0.2945454545454546,0.4642857142857143,0.06779661016949153,0.20833333333333334,1.0
6630.0,7.0,41.4,18.5,202.0,3875.0,2009.0,0,1,1,0,0,0,1,0.8464662875710804,0.0,0.3381818181818181,0.6428571428571429,0.5084745762711864,0.3263888888888889,1.0
6762.0,14.0,35.2,15.9,186.0,3050.0,2009.0,0,0,1,0,0,1,0,0.8822095857026807,1.0,0.11272727272727277,0.3333333333333334,0.23728813559322035,0.09722222222222222,1.0
4716.0,12.0,40.6,19.0,199.0,4000.0,2009.0,0,1,1,0,0,0,1,0.3281884646628757,0.7142857142857143,0.3090909090909091,0.7023809523809524,0.4576271186440678,0.3611111111111111,1.0
3717.0,11.0,38.8,17.6,191.0,3275.0,2009.0,0,0,1,0,0,1,0,0.057676685621445976,0.5714285714285714,0.24363636363636348,0.5357142857142859,0.3220338983050847,0.1597222222222222,1.0
7032.0,9.0,41.5,18.3,195.0,4300.0,2009.0,0,1,1,0,0,0,1,0.9553208773354996,0.2857142857142857,0.34181818181818174,0.6190476190476192,0.3898305084745763,0.4444444444444444,1.0
5896.0,7.0,39.0,17.1,191.0,3050.0,2009.0,0,0,1,0,0,1,0,0.6477118873544544,0.0,0.25090909090909086,0.4761904761904764,0.3220338983050847,0.09722222222222222,1.0
3810.0,14.0,44.1,18.0,210.0,4000.0,2009.0,0,1,1,0,0,0,1,0.08285946385052803,1.0,0.43636363636363634,0.5833333333333334,0.6440677966101694,0.3611111111111111,1.0
7056.0,10.0,38.5,17.9,190.0,3325.0,2009.0,0,0,1,0,0,1,0,0.9618196588139724,0.42857142857142855,0.23272727272727267,0.5714285714285713,0.3050847457627119,0.1736111111111111,1.0
5141.0,14.0,43.1,19.2,197.0,3500.0,2009.0,0,1,1,0,0,0,1,0.4432710533441646,1.0,0.4,0.7261904761904762,0.423728813559322,0.2222222222222222,1.0
4717.0,7.0,36.8,18.5,193.0,3500.0,2009.0,0,0,1,0,0,1,0,0.3284592472244787,0.0,0.17090909090909076,0.6428571428571429,0.3559322033898305,0.2222222222222222,1.0
6243.0,14.0,37.5,18.5,199.0,4475.0,2009.0,0,1,1,0,0,0,1,0.7416734362307067,1.0,0.19636363636363632,0.6428571428571429,0.4576271186440678,0.4930555555555556,1.0
3840.0,13.0,38.1,17.6,187.0,3425.0,2009.0,0,0,1,0,0,1,0,0.09098294069861901,0.8571428571428571,0.21818181818181817,0.5357142857142859,0.2542372881355932,0.2013888888888889,1.0
